period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
108000019,2019-02-10,5,8,14,19,22,47,24,,270856300,5417126,155850975,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000020,2019-02-12,11,16,19,29,30,45,1,,190672850,3813457,166110788,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000021,2019-02-15,1,3,40,44,46,48,2,,248761950,4975239,240092992,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000022,2019-02-19,1,3,4,24,32,43,37,,138757800,2775156,236685323,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000023,2019-02-22,6,20,22,43,45,48,11,,125040600,2500812,263212097,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000024,2019-02-26,6,17,22,34,38,42,20,,127183600,2543672,292100079,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000025,2019-03-01,1,8,14,27,40,45,34,,95089800,1901796,53250288,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000026,2019-03-05,12,13,16,21,42,43,39,,96325350,1926507,131455340,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000027,2019-03-08,3,11,15,25,31,48,36,,89336400,1786728,51810878,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000028,2019-03-12,5,7,22,37,40,45,12,,96270300,1925406,76212925,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000029,2019-03-15,5,10,12,20,28,36,15,,94596550,1891931,137742648,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000030,2019-03-19,7,16,17,36,47,48,49,,92610350,1852207,53069164,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000031,2019-03-22,1,12,16,37,41,47,36,,90020250,1800405,76774120,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000032,2019-03-26,6,13,14,19,24,38,26,,89501450,1790029,137774702,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000033,2019-03-29,1,3,12,16,29,49,4,,87636450,1752729,132344795,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000034,2019-04-02,5,28,38,40,41,47,25,,88155400,1763108,49367024,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000035,2019-04-05,11,28,29,38,43,49,22,,82976250,1659525,68261663,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000036,2019-04-09,10,36,37,44,45,46,48,,89949900,1798998,94314651,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000037,2019-04-12,12,26,32,34,45,46,14,,89741200,1794824,113971423,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000038,2019-04-16,1,14,23,36,39,41,4,,84945050,1698901,134639199,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000039,2019-04-19,4,11,24,29,32,45,49,,88255000,1765100,152924156,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000040,2019-04-23,8,14,16,18,30,35,36,,90654150,1813083,175135532,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000041,2019-04-26,8,24,29,37,44,48,6,,91835850,1836717,196074336,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000042,2019-04-30,1,4,19,24,47,49,36,,98511400,1970228,222593495,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000043,2019-05-03,6,7,19,31,32,40,15,,99573250,1991465,247818373,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000044,2019-05-07,2,14,23,29,35,43,22,,103469500,2069390,274724712,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000045,2019-05-10,11,17,27,31,33,37,12,,109401100,2188022,293599715,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000046,2019-05-14,9,15,27,28,40,43,45,,112649950,2252999,317514312,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000047,2019-05-17,2,7,12,21,23,45,10,,111836600,2236732,343759161,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000048,2019-05-21,7,10,18,32,41,46,42,,118083850,2361677,367399687,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000049,2019-05-24,12,13,19,21,29,39,41,,122876000,2457520,398178422,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000050,2019-05-28,3,11,22,36,38,40,7,,138590800,2771816,79842971,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000051,2019-05-31,8,15,21,31,36,46,18,,151521200,3030424,110995643,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000052,2019-06-04,5,6,19,23,43,48,7,,147448700,2948974,142020714,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000053,2019-06-07,18,22,26,27,30,38,45,,161517250,3230345,179097065,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000054,2019-06-11,6,31,32,39,40,42,28,,127639900,2552798,197458758,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000055,2019-06-14,6,10,12,22,24,37,3,,127499300,2549986,229977000,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000056,2019-06-18,5,16,27,29,33,45,28,,128056800,2561136,250197274,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000057,2019-06-21,7,12,26,30,31,32,13,,138686250,2773725,285330700,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000058,2019-06-25,8,20,31,36,38,45,33,,107246750,2144935,297895734,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000059,2019-06-28,9,13,15,26,31,33,10,,116673950,2333479,329456969,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000060,2019-07-02,2,4,11,33,39,42,19,,117815250,2356305,357040462,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000061,2019-07-05,11,17,32,33,38,46,15,,135629950,2712599,383812948,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000062,2019-07-09,11,17,20,34,37,41,6,,141694200,2833884,419921165,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000063,2019-07-12,12,14,18,19,37,47,30,,156323100,3126462,459611641,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000064,2019-07-16,15,30,31,37,39,48,8,,84702000,1694040,47433120,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000065,2019-07-19,12,17,26,33,35,39,10,,82924850,1658497,66263154,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000066,2019-07-23,12,14,35,37,42,47,6,,83025300,1660506,85839068,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000067,2019-07-26,4,11,36,40,41,48,49,,85673850,1713477,128368077,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000068,2019-07-30,4,12,21,24,33,35,42,,82571800,1651436,47794602,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000069,2019-08-02,5,34,42,46,48,49,14,,83458700,1669174,65075686,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000070,2019-08-06,1,10,20,37,38,49,31,,85758000,1715160,89447166,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000071,2019-08-09,4,13,18,26,41,48,33,,81628150,1632563,104688918,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000072,2019-08-13,5,21,25,32,36,41,33,,91846200,1836924,131774716,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000073,2019-08-16,7,8,31,33,41,45,39,,88161850,1763237,150036455,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000074,2019-08-20,1,16,19,27,35,42,41,,90206200,1804124,171662877,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000075,2019-08-23,5,17,19,21,42,43,16,,94178200,1883564,194219887,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000076,2019-08-27,1,4,8,10,45,47,41,,94807550,1896151,217574792,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000077,2019-08-30,6,26,35,42,44,48,7,,95204500,1904090,240545324,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000078,2019-09-03,11,13,25,32,33,48,31,,149665350,2993307,291233760,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000079,2019-09-06,2,14,19,20,26,43,23,,163331550,3266631,332770540,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000080,2019-09-10,3,12,17,20,29,38,47,,179257150,3585143,377676107,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000081,2019-09-13,2,7,15,27,37,39,43,,201606200,4032124,427089282,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000082,2019-09-17,12,18,29,40,41,48,24,,175195350,3503907,458002085,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000083,2019-09-20,8,17,23,24,31,34,25,,166298600,3325972,490224493,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000084,2019-09-24,2,16,18,20,22,39,21,,171829200,3436584,526138534,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000085,2019-09-27,10,21,25,26,35,37,4,,180623350,3612467,569737698,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000086,2019-10-01,2,9,12,15,20,49,40,,177136450,3542729,605859664,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000087,2019-10-04,10,21,23,33,42,48,41,,211072950,4221459,661936313,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000088,2019-10-08,7,13,18,21,26,34,8,,193476350,3869527,700010931,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000089,2019-10-11,7,12,17,21,30,37,49,,186416400,3728328,735973938,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000090,2019-10-15,13,21,28,35,37,38,33,,216350250,4327005,791991756,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000091,2019-10-18,3,23,32,36,39,40,49,,236631800,4732636,852777990,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000092,2019-10-22,6,17,22,23,32,42,13,,88907900,1778158,129590329,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000093,2019-10-25,3,8,14,16,26,36,41,,88798650,1775973,131889092,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000094,2019-10-29,3,10,12,22,36,41,18,,89151000,1783020,49924560,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000095,2019-11-01,12,15,23,33,41,42,11,,91877450,1837549,69530535,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000096,2019-11-05,9,13,22,37,40,42,26,,94101100,1882022,91183677,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000097,2019-11-08,1,3,9,26,40,47,15,,94781950,1895639,114190877,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000098,2019-11-12,1,19,25,27,31,40,12,,96147550,1922951,139204693,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000099,2019-11-15,3,6,11,16,26,44,31,,96197550,1923951,155240722,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000100,2019-11-19,5,15,30,35,38,47,18,,95574500,1911490,175501880,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000101,2019-11-22,3,18,23,24,26,49,32,,98954650,1979093,200702583,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000102,2019-11-26,8,10,15,19,36,45,37,,104264700,2085294,223598401,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000103,2019-11-29,10,21,24,30,35,45,22,,106005550,2120111,247497991,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000104,2019-12-03,5,9,11,15,36,45,27,,110737000,2214740,278576376,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000105,2019-12-06,16,18,22,23,24,41,39,,98387300,1967746,294561440,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000106,2019-12-10,3,8,18,19,41,48,36,,94408200,1888164,52868592,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000107,2019-12-13,7,12,26,31,37,49,17,,94422600,1888452,74869429,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000108,2019-12-17,9,21,27,31,38,49,3,,94365400,1887308,92458857,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000109,2019-12-20,16,21,22,28,32,46,24,,92455300,1849106,109800193,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000110,2019-12-24,9,18,31,45,48,49,22,,95794150,1915883,134676379,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000111,2019-12-27,17,18,25,32,43,45,5,,99209300,1984186,158898495,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000112,2019-12-31,10,14,26,38,39,47,8,,107159900,2143198,188928576,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
109000001,2020-01-03,16,18,19,29,30,47,10,,112729500,2254590,217079550,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000002,2020-01-07,1,5,8,15,16,38,7,,117529800,2350596,248835825,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000003,2020-01-10,4,7,12,17,33,38,11,,121991550,2439831,266131509,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000004,2020-01-14,7,20,34,37,38,47,18,,125272850,2505457,290316408,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000005,2020-01-17,7,9,20,42,44,45,8,,101544800,2030896,56865088,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000006,2020-01-21,17,22,30,38,44,48,36,,113399400,2267988,87126132,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000007,2020-01-23,13,18,23,30,44,48,37,,204098200,4081964,166038100,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000008,2020-01-24,7,13,18,21,38,44,3,,325385850,6507717,283021745,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000009,2020-01-25,5,13,16,31,41,45,9,,334410750,6688215,356160843,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000010,2020-01-26,3,28,29,35,41,47,48,,272057600,5441152,152352256,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000011,2020-01-27,9,12,23,33,39,45,24,,271906500,5438130,222330306,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000012,2020-01-28,2,3,13,20,28,38,40,,258492800,5169856,144755968,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000013,2020-01-29,1,4,9,14,15,49,32,,233721100,4674422,186410089,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000014,2020-01-30,6,24,35,41,46,49,9,,196005600,3920112,213158234,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000015,2020-01-31,14,16,19,28,32,49,1,,201643450,4032869,266408319,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000016,2020-02-01,2,10,12,20,26,34,28,,169354550,3387091,290933881,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000017,2020-02-02,3,16,17,30,33,37,29,,166727000,3334540,321739250,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000018,2020-02-04,3,23,27,28,37,48,8,,196123800,3922476,373603908,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000019,2020-02-07,5,15,19,22,30,42,31,,312088850,6241777,479436856,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000020,2020-02-11,9,22,23,37,43,46,38,,106341000,2126820,59550960,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000021,2020-02-14,7,13,23,33,35,36,9,,98418100,1968362,80227259,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000022,2020-02-18,4,13,31,35,37,42,49,,94895950,1897919,99648079,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000023,2020-02-21,13,15,27,34,35,39,31,,96951350,1939027,122931370,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000024,2020-02-25,1,2,8,44,47,48,9,,99363550,1987271,147906693,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000025,2020-02-28,2,9,18,27,46,48,25,,95849900,1916998,169048689,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000026,2020-03-03,8,10,11,17,28,42,40,,102806950,2056139,193246561,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000027,2020-03-06,8,12,13,15,16,30,45,,106298750,2125975,215749979,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000028,2020-03-10,1,4,12,25,34,37,42,,107597850,2151957,235920530,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000029,2020-03-13,14,22,32,33,34,49,31,,111214750,2224295,261863750,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000030,2020-03-17,10,17,28,29,43,47,4,,118244050,2364881,293730633,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000031,2020-03-20,1,8,13,43,46,48,29,,119285700,2385714,323361132,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000032,2020-03-24,10,12,16,29,41,45,1,,128420500,2568410,360029694,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000033,2020-03-27,2,8,10,16,23,49,41,,130339200,2606784,382952984,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000034,2020-03-31,6,21,26,34,36,49,23,,139016350,2780327,418426949,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000035,2020-04-03,2,17,32,43,45,47,34,,144836250,2896725,451596439,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000036,2020-04-07,4,7,12,18,27,44,23,,160493200,3209864,499457170,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000037,2020-04-10,13,33,41,47,48,49,1,,177317050,3546341,533444494,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000038,2020-04-14,17,19,21,26,33,45,12,,204844400,4096888,589506019,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000039,2020-04-17,1,21,31,33,42,44,22,,215194250,4303885,642414103,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000040,2020-04-21,1,2,29,33,45,47,39,,228081800,4561636,701832806,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000041,2020-04-24,7,10,14,15,17,39,45,,258353200,5167064,774581532,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000042,2020-04-28,16,29,36,39,43,48,42,,302794450,6055889,859329281,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000043,2020-05-01,5,18,25,34,48,49,45,,335962500,6719250,953421856,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000044,2020-05-05,17,19,24,36,43,49,26,,408765450,8175309,1070088576,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000045,2020-05-08,8,9,10,24,27,31,33,,91910100,1838202,51469656,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000046,2020-05-12,1,5,8,11,35,36,26,,89934700,1798694,68226320,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000047,2020-05-15,6,11,31,40,42,45,43,,92602600,1852052,84013991,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000048,2020-05-19,27,32,33,40,43,44,37,,85076850,1701537,105485328,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000049,2020-05-22,3,7,10,13,39,46,29,,77737900,1554758,125429670,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000050,2020-05-26,1,5,25,29,33,38,19,,93659850,1873197,146210284,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000051,2020-05-29,31,35,39,40,45,49,41,,93617050,1872341,165307171,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000052,2020-06-02,1,6,22,25,33,48,19,,99272500,1985450,192285504,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000053,2020-06-05,3,5,8,24,26,49,19,,87783950,1755679,50868967,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000054,2020-06-09,8,17,28,35,36,47,41,,124961400,2499228,89203029,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000055,2020-06-12,1,6,28,30,33,48,27,,139967600,2799352,126588819,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000056,2020-06-16,6,13,20,23,29,46,42,,142703600,2854072,160593624,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000057,2020-06-19,1,15,16,25,43,46,6,,133453900,2669078,74734184,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
109000058,2020-06-23,1,2,16,22,27,45,13,,139006850,2780137,109169790,,,,,,,,,taiwanlottery_result_download_2020,2026-07-01T14:04:37
